Virus GENBANK accession,Realm,Kingdom,Phylum,Class,Order,Family,Genus,Species
ON932084,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Bosavirus,Bosavirus Doca10
OK275492,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Bosavirus,Bosavirus FMYAK
MT664984,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Bosavirus,Bosavirus Xp12
JQ067093,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Cinvestavvirus,Cinvestavvirus PaMx74
ON932079,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Docaquintavirus,Docaquintavirus doca5
ON529854,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Donnerlittchenvirus,Donnerlittchenvirus donnerlittchenvirus
ON189045,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Elanorvirus,Elanorvirus elanor
MT108725,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Epaquintavirus,Epaquintavirus Epa5
ON005621,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Ghuizhouvirus,Ghuizhouvirus A1432
ON189047,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Mallosvirus,Mallosvirus mallos
KU204984,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Pamexvirus,Pamexvirus AAT1
JQ067089,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Pamexvirus,Pamexvirus PaMx28
OP380269,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Pamexvirus,Pamexvirus phiH1
OP361299,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Pamexvirus,Pamexvirus phiH2
ON331942,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Xooduovirus,Xooduovirus QDWS359
KX241618,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Xooduovirus,Xooduovirus Xoosp2
KY000218,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Vojvodinavirus,Vojvodinavirus CN1
KY000219,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Vojvodinavirus,Vojvodinavirus CN2
KY000220,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Vojvodinavirus,Vojvodinavirus FP1
KY000221,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Vojvodinavirus,Vojvodinavirus MW2
PP661417.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Yuavirus,Yuavirus bella
OQ992553.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Yuavirus,Yuavirus clover
MT118302.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Yuavirus,Yuavirus Epa38
PP760143.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Yuavirus,Yuavirus HLL23
PP661418.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Yuavirus,Yuavirus jack
PP944331.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Yuavirus,Yuavirus JM2
KC758116,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Yuavirus,Yuavirus LKO4
PQ632788,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Yuavirus,Yuavirus luminis
DQ163916,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Yuavirus,Yuavirus M6
JX131330,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Yuavirus,Yuavirus MP1412
PQ144889.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Yuavirus,Yuavirus NEU2024
PP408251.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Yuavirus,Yuavirus PAC4
PP408253.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Yuavirus,Yuavirus PAC6
KT734862,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Yuavirus,Yuavirus PAE1
PP596838.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Yuavirus,Yuavirus PC1
MZ089734.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Yuavirus,Yuavirus PSA20
OR538761.1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Yuavirus,Yuavirus PSP2
PQ628237,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Yuavirus,Yuavirus vanta
AM749441,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Yuavirus,Yuavirus yua
AY576273,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Keylargovirus,Keylargovirus JL001
MT732450,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Molycolviridae,Mollyvirus,Mollyvirus colly
MT732451,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Molycolviridae,Mollyvirus,Mollyvirus molly
MZ234028,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Kuravirus,Kuravirus CHD5UKE1
MN715356,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Kuravirus,Kuravirus EcoN5
MN508615,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Kuravirus,Kuravirus ES17
MZ648214,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Kuravirus,Kuravirus IMEP8
KP308307,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Kuravirus,Kuravirus kv1721
MG673519,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Kuravirus,Kuravirus LAMP
MT129653,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Kuravirus,Kuravirus MN03
MT129655,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Kuravirus,Kuravirus MN05
MG983840,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Kuravirus,Kuravirus myPSH1131
MG976803,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Kuravirus,Kuravirus myPSH2311
JX867715,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Kuravirus,Kuravirus NJ01
LC553735,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Kuravirus,Kuravirus O18011
MN045231,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Kuravirus,Kuravirus paul
PQ812250,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Kuravirus,Kuravirus PE006
OQ540978,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Kuravirus,Kuravirus pECN12032Af1
EU330206,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Kuravirus,Kuravirus phiEco32
OR296290,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Kuravirus,Kuravirus SDYTW1F1223
MN148435,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Kuravirus,Kuravirus SGF2
OQ870566,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Kuravirus,Kuravirus SR02
KM044272,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Kuravirus,Kuravirus SU10
MK373770,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Kuravirus,Kuravirus WFI101126
OR757434,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Kuravirus,Kuravirus XT18
OQ025076,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Kuravirus,Kuravirus YF01
MG748548,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Nieuwekanaalvirus,Nieuwekanaalvirus EP335
KF981730,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Nieuwekanaalvirus,Nieuwekanaalvirus KBNP1711
MZ234017,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Suseptimavirus,Suseptimavirus 101114UKE3
JX415536,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Suseptimavirus,Suseptimavirus ECBP2
LC553734,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Suseptimavirus,Suseptimavirus EK010
MZ398243,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Suseptimavirus,Suseptimavirus IME267
OQ921332,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Suseptimavirus,Suseptimavirus PAS59
MZ342906,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Suseptimavirus,Suseptimavirus SU7
OQ689734,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mtkvariviridae,Suseptimavirus,Suseptimavirus sv4E8
MN602266,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Naomviridae,Noahvirus,Noahvirus arc
BK068097,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Nixviridae,Dewhirstvirus,Dewhirstvirus pging00J
BK068098,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Nixviridae,Dewhirstvirus,Dewhirstvirus pging00K
BK068099,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Nixviridae,Dewhirstvirus,Dewhirstvirus pging00L
PP754931,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Nixviridae,Dewhirstvirus,Dewhirstvirus pging00M
BK068107,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Nixviridae,Excelsiorvirus,Excelsiorvirus pging00S
BK068106,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Nixviridae,Haasevirus,Haasevirus pging00R
BK068108,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Nixviridae,Haasevirus,Haasevirus pging00T
BK068109,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Nixviridae,Haasevirus,Haasevirus pging00U
BK068110,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Nixviridae,Haasevirus,Haasevirus pging00V
BK068111,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Nixviridae,Haasevirus,Haasevirus pging00W
BK068113,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Nixviridae,Nixvirus,Nixvirus pging00X
BK068101,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Nixviridae,Schifferlevirus,Schifferlevirus pging00N
BK068103,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Nixviridae,Schifferlevirus,Schifferlevirus pging00O
BK068104,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Nixviridae,Schifferlevirus,Schifferlevirus pging00P
BK068105,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Nixviridae,Schifferlevirus,Schifferlevirus pging00Q
MH045556,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Orlajensenviridae,Bonaevitaevirus,Bonaevitaevirus bonaevitae
MH825700,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Orlajensenviridae,Efekovirus,Efekovirus efeko
MN585990,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Orlajensenviridae,Paopuvirus,Paopuvirus azizam
MT521990,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Orlajensenviridae,Paopuvirus,Paopuvirus bri160
MN369745,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Orlajensenviridae,Paopuvirus,Paopuvirus kaijohn
MT310864,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Orlajensenviridae,Paopuvirus,Paopuvirus nobel
MH399783,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Orlajensenviridae,Paopuvirus,Paopuvirus noelani
MH045561,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Orlajensenviridae,Paopuvirus,Paopuvirus paopu
MT498065,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Orlajensenviridae,Paopuvirus,Paopuvirus poranda
MH371111,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Orlajensenviridae,Paopuvirus,Paopuvirus quaker
MH576963,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Orlajensenviridae,Paopuvirus,Paopuvirus Scamander
KC821622,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Pachyviridae,Bacelvirus,Bacelvirus phi46tres
KC821633,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Pachyviridae,Baltivirus,Baltivirus phi13duo
KC821620,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Pachyviridae,Baltivirus,Baltivirus phi18tres
KC821608,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Pachyviridae,Baltivirus,Baltivirus phi19tres
MT732474,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Pachyviridae,Gundelvirus,Gundelvirus Gundel
PP316168,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Acarajevirus,Acarajevirus bahia
KP966108,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Aptresvirus,Aptresvirus AP3
MT701591,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Aptresvirus,Aptresvirus mana
AB276040,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Aresaunavirus,Aresaunavirus RSA1
MG747435,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Aresaunavirus,Aresaunavirus RsoM1USA
MZ568829,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Arsenicumvirus,Arsenicumvirus M163
AB981169,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Arsyunavirus,Arsyunavirus RSY1
KP137436,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Baylorvirus,Baylorvirus bv1127AP1
DQ426904,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Baylorvirus,Baylorvirus PHL101
OP484843,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Bielevirus,Bielevirus A051
DQ674738,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Bielevirus,Bielevirus phiO18P
MF417929,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Bracchivirus,Bracchivirus U2F1
MG592573,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Canoevirus,Canoevirus canoe
KY045851,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Catalunyavirus,Catalunyavirus C5a
MK511066,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Citexvirus,Citexvirus BR319A
MK034952,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Citexvirus,Citexvirus dobby
AB008550,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Citexvirus,Citexvirus phiCTX
KK213166,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Citexvirus,Citexvirus PS75V
MK422453,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Dagavirus,Dagavirus ST13OXA48phi121
CP000624,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Duodecimduovirus,Duodecimduovirus phiE122
OM046627,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Duonihilunusvirus,Duonihilunusvirus YenM5617
OM046626,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Duonihilunusvirus,Duonihilunusvirus YenM06162
OM046628,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Duonihilunusvirus,Duonihilunusvirus YenM20116
MZ520833,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Eganvirus,Eganvirus BIS20
MF276773,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Eganvirus,Eganvirus EtG
U32222,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Eganvirus,Eganvirus ev186
AY135486,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Eganvirus,Eganvirus PsP3
KT630644,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Eganvirus,Eganvirus SEN1
MK972711,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Eganvirus,Eganvirus SW9
KY271398,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Elveevirus,Elveevirus 4LV2017
OV696611,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Elveevirus,Elveevirus cartapus
CP019275,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Elveevirus,Elveevirus V13P477T2
HQ110084,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Entnonagintavirus,Entnonagintavirus ENT90
LR597637,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Evevirus,Evevirus ev239
AE006468 (2844298.2877981),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Felsduovirus,Felsduovirus Fels2
QUVN01000024,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Felsduovirus,Felsduovirus IN60
HM770079,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Felsduovirus,Felsduovirus RE2010
KT630647,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Felsduovirus,Felsduovirus SEN8
AY319521,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Felsduovirus,Felsduovirus SopEphi
CP038625,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Finvirus,Finvirus FIN13
OM046624,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Firavirus,Firavirus YenM4218
MK433578,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Gegavirus,Gegavirus ST15OXA48phi141
MK416011,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Gegevirus,Gegevirus ST437OXA245phi41
CP025901,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Gemsvirus,Gemsvirus gv5004652
OM140653,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Graikaemvirus,Graikaemvirus YenM3117
U24159,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Hpunavirus,Hpunavirus HP1
AY027935,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Hpunavirus,Hpunavirus HP2
ON470592,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Inibicvirus,Inibicvirus 613R3
MK972712,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Irrigatiovirus,Irrigatiovirus SI7
OQ025560,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Irtavirus,Irtavirus CFP3
DQ114220,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Irtavirus,Irtavirus F108
MK422449,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Kapieceevirus,Kapieceevirus ST512KPC3phi132
GU911304,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Kayeltresvirus,Kayeltresvirus KL3
OM638610,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Kayeltresvirus,Kayeltresvirus menos
OM638609,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Kayeltresvirus,Kayeltresvirus milagro
OM638611,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Kayeltresvirus,Kayeltresvirus momento
OM638608,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Kayeltresvirus,Kayeltresvirus musica
LC528882,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Kisquattuordecimvirus,Kisquattuordecimvirus FLC5
LC667452,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Kisquattuordecimvirus,Kisquattuordecimvirus FLC10
HM461982,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Kisquattuordecimvirus,Kisquattuordecimvirus KS14
ON642070,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Kisquinquevirus,Kisquinquevirus Carl1
GU911303,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Kisquinquevirus,Kisquinquevirus KS5
AF125163,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Longwoodvirus,Longwoodvirus K139
LR797314,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Maltschvirus,Maltschvirus maltsch
JAEILC010000038,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Mersinvirus,Mersinvirus YA0848V
KC462197,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Nampongvirus,Nampongvirus ST79
MG589387,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Novemvirus,Novemvirus T5282H
OM475429,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus 11W
OV192280,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus AC1
OU784750,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus DC1
KF322032,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus fiAA91ss
KC139521,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus FSLSP004
OP880301,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus GMG73
OP880302,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus GMS190
MZ420230,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus HQ103
AY251033,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus L413C
KC618326,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus magyaro
AF063097,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus P2
MT239398,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus P37
OQ383618,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus P110331
LR595870,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus P22H1
LR595869,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus P22H4
LR595887,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus P24A7b
LR595873,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus P24B2
LR595883,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus P24C9
LR595885,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus P24E6b
KR073660,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus pro147
KR073661,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus pro483
MK907237,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus pv12474III
MN016939,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus R18C
OU784549,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus SIAC10
OU784746,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus SIDE7
KX833211,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus STYP1
AY135739,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Peduoviridae,Peduovirus,Peduovirus Wphi
