Order	Family	Subfamily	Genus	Virus name (s)	Virus GENBANK accession	Baltimore Group	Virus sequence complete	Genetic code table	Taxonomic grouping
			Benedictvirus	Mycobacterium phage UnionJack	KT004677	I	Complete genome	1	
			Benedictvirus	Mycobacterium phage Zolita	MN096372	I	Complete genome	1	
			Bernalvirus	Mycobacterium phage Bernal13	KJ510413	I	Complete genome	1	
			Bernalvirus	Mycobacterium phage Mendokysei	MG925349	I	Complete genome	1	
			Betterkatzvirus	Gordonia phage BetterKatz	KU963261	I	Complete genome	1	
			Bglawtbvirus	Burkholderia phage vB_BglM_WTB	OQ735257	I	Complete genome	1	
			Bigmanorsvirus	Burkholderia phage BgManors32	OK665842	I	Complete genome	1	
			Bingvirus	Streptomyces phage Bing	MG757154	I	Complete genome	1	
			Bippervirus	Mycobacterium phage Bipper	KU728633	I	Complete genome	1	
			Bismarckvirus	Arthrobacter phage Shambre1	OP297545	I	Complete genome	1	
			Bjornvirus	Pseudomonas phage Bjorn	MG775259	I	Complete genome	1	
			Bluefeathervirus	Arthrobacter phage BlueFeather	MT024867	I	Complete genome	1	
			Bocovirus	Shewanella phage X14	MK796797	I	Complete genome	1	
			Bonzeevirus	Serratia phage vB_SmaS_Bigdog	MW021763	I	Complete genome	1	
			Bonzeevirus	Serratia phage vB_SmaS_Bonzee	OM135608	I	Complete genome	1	
			Bonzeevirus	Serratia phage vB_SmaS_Stoker	OL539464	I	Complete genome	1	
			Bonzeevirus	Serratia phage vB_SmaS_Ulliraptor	OL539442	I	Complete genome	1	
			Borockvirus	Streptomyces phage BRock	KX925554	I	Complete genome	1	
			Bowservirus	Gordonia phage Bowser	KU998235	I	Complete genome	1	
			Bridgettevirus	Arthrobacter phage Bridgette	MH834603	I	Complete genome	1	
			Bridgettevirus	Arthrobacter phage Constance	MH834605	I	Complete genome	1	
			Bridgettevirus	Arthrobacter phage Eileen	MH834611	I	Complete genome	1	
			Bridgettevirus	Arthrobacter phage Judy	MH834614	I	Complete genome	1	
			Bridgettevirus	Arthrobacter phage Peas	MH834623	I	Complete genome	1	
			Brigitvirus	Faecalibacterium phage FP_Brigit	MG711465	I	Complete genome	1	
			Britbratvirus	Gordonia phage BritBrat	KU998233	I	Complete genome	1	
			Brunovirus	Salmonella phage SEN34	KT630649	I	Complete genome	1	
			Bruynoghevirus	Pseudomonas phage vB_PaeP_C2-10_Ab22	LN610578	I	Complete genome	1	
			Bruynoghevirus	Pseudomonas phage PhiCHU	KP233880	I	Complete genome	1	
			Bruynoghevirus	Pseudomonas phage LUZ24	AM910650	I	Complete genome	1	
			Bruynoghevirus	Pseudomonas phage phiIBB-PAA2	KF856712	I	Complete genome	1	
			Bruynoghevirus	Pseudomonas phage PaP3	AY078382	I	Complete genome	1	
			Bruynoghevirus	Pseudomonas phage PaP4	KC294142	I	Complete genome	1	
			Bruynoghevirus	Pseudomonas phage TL	HG518155	I	Complete genome	1	
			Buchananvirus	Escherichia phage vB_EcoS Sa179lw	MH023293	I	Complete genome	1	
			Bugaksanvirus	Pseudomonas phage YMC11/02/R656	KT968831	I	Complete genome	1	
			Bunatrivirus	Bacillus phage B13	OP066531	I	Complete genome	1	
			Burrovirus	Microbacterium phage Araxxi	MN062711	I	Complete genome	1	
			Burrovirus	Microbacterium phage Arete	MT024863	I	Complete genome	1	
			Burrovirus	Microbacterium phage Burro	MH825698	I	Complete genome	1	
			Busanvirus	Acidovorax phage ACP17	KY979132	I	Complete genome	1	
			Caminolopintovirus	Salmonella phage vB_Se_STGO-35-1	MW477799	I	Complete genome	1	
			Camtrevirus	Bacillus phage BtCS33	JN191664	I	Complete genome	1	
			Camtrevirus	Bacillus phage phiCM3	KF296718	I	Complete genome	1	
			Camtrevirus	Bacillus phage phIS3501	JQ062992	I	Complete genome	1	
			Cantarevirus	Brevibacterium phage Cantare	MK016493	I	Complete genome	1	
			Capnelvirus	Rhodobacter phage RcapNL	JQ066768	I	Complete genome	1	
			Carnodivirus	Carnobacterium phage cd2	MZ398135	I	Complete genome	1	
			Carnodivirus	Carnobacterium phage cd4	MZ399596	I	Complete genome	1	
			Carvajevirus	Klebsiella phage vB_KpnS-Carvaje	OL604152	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage vB_PaeS_PAO1_Ab30	LN610590	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage AIIMS-Pa-B1	MW390886	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage D3112	AY394005	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage DMS3	DQ631426	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage F_ET309sp/Pa1651	KM389459	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage F_HA0480sp/Pa1651	JN808773	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage vB_PaeS_PAO1_HW12	LT999987	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage JBD5	JX434030	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage JBD24	JX434031	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage JBD26	JN811560	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage JBD30	JX434032	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage JBD69	KU199708	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage JD024	KJ477077	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage LPB1	HE584812	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage MP22	DQ873690	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage MP29	EU272036	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage MP38	EU272037	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage MP42	JQ762257	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage MP48	KF475786	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage PA1/KOR/2010	HM624080	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage vB_PaeS_PcyII-40_PfII40a	LT608331	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage YMC12/01/R24	MH643778	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage YMC12/01/R960	MH643777	I	Complete genome	1	
			Casadabanvirus	Pseudomonas phage Spike	MK144667	I	Complete genome	1	
			Cbastvirus	Cellulophaga phage phiST	HQ634192	I	Complete genome	1	
			Cecivirus	Bacillus phage 250	GU229986	I	Complete genome	1	
			Cecivirus	Bacillus phage IEBH	EU874396	I	Complete genome	1	
			Cedarrivervirus	Shigella phage Sf11 SMD-2017	MF158038	I	Complete genome	1	
			Ceduovirus	Lactococcus phage vB_LLc_bIBB14	MH779519	I	Complete genome	1	
			Ceduovirus	Lactococcus phage vB_Llc_bIBBA3	MH779522	I	Complete genome	1	
			Ceduovirus	Lactococcus phage vB_Llc_bIBBAm4	MH779523	I	Complete genome	1	
			Ceduovirus	Lactococcus phage vB_Llc_bIBBE1	MH779525	I	Complete genome	1	
			Ceduovirus	Lactococcus phage vB_Llc_bIBBL12	MH779518	I	Complete genome	1	
			Ceduovirus	Lactococcus phage vB_Llc_bIBBp6/4	MH779527	I	Complete genome	1	
			Ceduovirus	Lactococcus phage bIL67	L33769	I	Complete genome	1	
			Ceduovirus	Lactococcus phage vB_Llc_bIBB94p4	MH779521	I	Complete genome	1	
			Ceduovirus	Lactobacillus phage c2	L48605	I	Complete genome	1	
			Ceduovirus	Lactococcus phage CHPC116	MN689507	I	Complete genome	1	
			Ceduovirus	Lactococcus phage CHPC122	MN689512	I	Complete genome	1	
			Ceduovirus	Lactococcus phage CHPC966	MN689526	I	Partial genome (non-compliant)	1	
			Ceduovirus	Lactococcus phage CHPC967	MN689527	I	Complete genome	1	
			Ceduovirus	Lactococcus phage CHPC972	MN689528	I	Complete genome	1	
			Ceduovirus	Lactococcus phage CHPC1020	MN689505	I	Complete genome	1	
			Ceduovirus	Lactococcus phage CHPC1170	MN689508	I	Complete genome	1	
			Ceduovirus	Lactococcus phage CHPC1182	MN689510	I	Complete genome	1	
			Ceduovirus	Lactococcus phage CHPC1183	MN689511	I	Complete genome	1	
			Ceduovirus	Lactococcus phage CHPC1242	MN689513	I	Partial genome (non-compliant)	1	
			Ceduovirus	Lactococcus phage 05802	MF443126	I	Complete genome	1	
			Ceduovirus	Lactococcus phage 20R03M	MK301442	I	Complete genome	1	
			Ceduovirus	Lactococcus phage 37203	MF443121	I	Complete genome	1	
			Ceduovirus	Lactococcus phage 50102	MF443125	I	Complete genome	1	
			Ceduovirus	Lactococcus phage 50504	MF443124	I	Complete genome	1	
			Ceduovirus	Lactococcus phage 5171F	MN689503	I	Complete genome	1	
			Ceduovirus	Lactococcus phage 62402	MF443119	I	Complete genome	1	
			Ceduovirus	Lactococcus phage 62403	MF443120	I	Complete genome	1	
			Ceduovirus	Lactococcus phage 62606	MF443123	I	Complete genome	1	
			Ceduovirus	Lactococcus phage D4410	KX373685	I	Complete genome	1	
			Ceduovirus	Lactococcus phage D4412	KX373686	I	Complete genome	1	
			Ceduovirus	Lactococcus phage vB_LacS_15	MN337887	I	Complete genome	1	
			Ceduovirus	Lactococcus phage M5938	KX373687	I	Complete genome	1	
			Ceduovirus	Lactococcus phage PC_B1	MN689531	I	Complete genome	1	
			Ceduovirus	Lactococcus phage PC_S1	MN689533	I	Complete genome	1	
			Cequinquevirus	Lactobacillus phage c5	EU340421	I	Complete genome	1	
			Cequinquevirus	Lactobacillus phage Ld3	KJ564038	I	Complete genome	1	
			Cequinquevirus	Lactobacillus phage Ld17	KJ564037	I	Complete genome	1	
			Cequinquevirus	Lactobacillus phage Ld25A	KJ564036	I	Complete genome	1	
			Cequinquevirus	Lactobacillus phage phiLdb	KF188410	I	Complete genome	1	
			Cequinquevirus	Lactobacillus phage LL-Ku	AY739900	I	Complete genome	1	
			Chakrabartyvirus	Pseudomonas phage pf16	KU873925	I	Complete genome	1	
			Chenonavirus	Mycobacterium phage Che9c	AY129333	I	Complete genome	1	
			Chenonavirus	Mycobacterium phage Sbash	KP027201	I	Complete genome	1	
			Chertseyvirus	Lactococcus phage GE1	KT339177	I	Complete genome	1	
			Chewyvirus	Rhodococcus phage ChewyVIII	KX557288	I	Complete genome	1	
			Chidieberevirus	Gordonia phage Chidiebere	MN586022	I	Complete genome	1	
			Chidieberevirus	Gordonia phage ChisanaKitsune	MZ820089	I	Complete genome	1	
			Chopinvirus	Lactococcus phage KSY1	DQ535032	I	Complete genome	1	
			Chymeravirus	Streptomyces phage Chymera	KU958700	I	Complete genome	1	
			Cimandefvirus	Ralstonia phage Cimandef	MT740730	I	Complete genome	1	
			Cimandefvirus	Ralstonia phage Eline	MT740736	I	Complete genome	1	
			Cimandefvirus	Ralstonia phage Gamede	MT740738	I	Complete genome	1	
			Cimandefvirus	Ralstonia phage Gerry	MT740739	I	Complete genome	1	
			Cimandefvirus	Ralstonia phage Heva	MT740742	I	Complete genome	1	
			Cimpunavirus	Clavibacter phage CMP1	GQ241246	I	Complete genome	1	
			Cinunavirus	Clavibbacter phage CN1A	KF669650	I	Complete genome	1	
			Clawzvirus	Gordonia phage Clawz	MT498058	I	Complete genome	1	
			Coatlandelriovirus	Ralstonia phage phiRSP	MH252365	I	Complete genome	1	
			Cobrasixvirus	Enterobacter phage vB_EclS_CobraSix	OK499971	I	Complete genome	1	
			Coetzeevirus	Lactobacillus phage ATCC 8014-B1	JX486087	I	Complete genome	1	
			Coetzeevirus	Pediococcus phage cIP1	JN051154	I	Complete genome	1	
			Coetzeevirus	Lactobacillus phage phiJL-1	AY236756	I	Complete genome	1	
			Coeurvirus	Gordonia phage Coeur	MK801723	I	Complete genome	1	
			Colneyvirus	Clostridioides phage phiCD27	EU719189	I	Complete genome	1	
			Colneyvirus	Clostridium phage phiCD505	LN681539	I	Complete genome	1	
			Colneyvirus	Clostridium phage CDKM9	KX228399	I	Complete genome	1	
			Colneyvirus	Clostridium phage CDKM15	KX228400	I	Complete genome	1	
			Colneyvirus	Clostridium phage phiMMP02	JX145341	I	Complete genome	1	
			Colunavirus	Lactobacillus phage CL1	KR905066	I	Complete genome	1	
			Colunavirus	Lactobacillus phage CL2	KR905067	I	Complete genome	1	
			Colunavirus	Lactobacillus phage iLp1308	KR905070	I	Complete genome	1	
			Comeauvirus	Vibrio phage CP-T1	JQ177061	I	Complete genome	1	
			Comeauvirus	Vibrio phage vB_VchM-138	JQ177064	I	Complete genome	1	
			Coralvirus	Arthrobacter phage Coral	MH834606	I	Complete genome	1	
			Coralvirus	Arthrobacter phage Kepler	MH834616	I	Complete genome	1	
			Corndogvirus	Mycobacterium phage Catdawg	KF017002	I	Complete genome	1	
			Corndogvirus	Mycobacterium phage Corndog	AY129335	I	Complete genome	1	
			Corndogvirus	Mycobacterium phage Firecracker	JN698993	I	Complete genome	1	
			Corndogvirus	Mycobacterium phage Ryadel	MH590592	I	Complete genome	1	
			Corndogvirus	Mycobacterium phage Vagabond	PQ844484	I	Complete genome	1	
			Coventryvirus	Staphylococcus phage SN8	MF428481	I	Complete genome	1	
			Coventryvirus	Staphylococcus phage SP120	AP019560	I	Complete genome	1	
			Coventryvirus	Staphylococcus phage SP197	AP019561	I	Complete genome	1	
			Coventryvirus	Staphylococcus phage SP276	AP019562	I	Complete genome	1	
			Coventryvirus	Staphylococcus phage phiSP44-1	MK075003	I	Complete genome	1	
			Coventryvirus	Staphylococcus phage SpT152	KX827369	I	Complete genome	1	
			Coventryvirus	Staphylococcus phage vB_SpsM_WIS42	MN028536	I	Complete genome	1	
			Craquatrovirus	Providencia phage PSTCR4	MW057856	I	Complete genome	1	
			Craquatrovirus	Providencia phage PSTCR7	MW057861	I	Complete genome	1	
			Cratervirus	Gordonia phage Orchid	KU998253	I	Complete genome	1	
			Cronusvirus	Rhodobacter phage RcCronus	KR935217	I	Complete genome	1	
			Cukevirus	Mycobacterium phage Cuke	MG757156	I	Complete genome	1	
			Daredevilvirus	Gordonia phage DareDevil	MH590603	I	Complete genome	1	
			Decurrovirus	Arthrobacter phage Decurro	KT355471	I	Complete genome	1	
			Delepquintavirus	Stenotrophomonas phage vB_SmaS_DLP_5	MG189906	I	Complete genome	1	
			Delfunavirus	Enterococcus phage vB_EfaS-DELF1	LC513943	I	Complete genome	1	
			Delislevirus	Mycoplasma phage P1	AF246223	I	Complete genome	1	
			Demosthenesvirus	Gordonia phage Demosthenes	KU998242	I	Complete genome	1	
			Demosthenesvirus	Gordonia phage Katyusha	KU963258	I	Complete genome	1	
			Denisevirus	Gordonia phage Denise	MN428053	I	Complete genome	1	
			Deseoctovirus	Escherichia phage C1	MH717097	I	Complete genome	1	
			Deseoctovirus	Shigella phage DS8	MK759854	I	Complete genome	1	
			Detrevirus	Pseudomonas phage D3	AF165214	I	Complete genome	1	
			Detrevirus	Pseudomonas phage PMG1	HQ711985	I	Complete genome	1	
			Deurplevirus	Bacillus phage Deep-Purple	MF176161	I	Complete genome	1	
			Dhillonvirus	Escherichia phage B2	MG581355	I	Complete genome	1	
			Dhillonvirus	Escherichia phage BF9	MW822006	I	Complete genome	1	
			Dhillonvirus	Escherichia phage bob	MN850628	I	Complete genome	1	
			Dhillonvirus	Escherichia phage vb_EcoS_bov22_1	MT884014	I	Complete genome	1	
			Dhillonvirus	Escherichia phage CEC_Kaz_2018	MK728541	I	Complete genome	1	
			Dhillonvirus	Escherichia phage vB_EcoS-CHD5UKE2	MZ234029	I	Complete genome	1	
			Dhillonvirus	Escherichia phage vB_EcoS-101114BS4	MZ234016	I	Complete genome	1	
			Dhillonvirus	Escherichia phage vB_EcoS_011D5	MT478993	I	Complete genome	1	
			Dhillonvirus	Escherichia phage EC115	ON210136	I	Complete genome	1	
			Dhillonvirus	Escherichia phage EK99P-1	KM233151	I	Complete genome	1	
			Dhillonvirus	Escherichia phage Envy	KX534335	I	Complete genome	1	
			Dhillonvirus	Shigella phage EP23	JN984867	I	Complete genome	1	
			Dhillonvirus	Escherichia phage GeorgBuechner	MZ501070	I	Complete genome	1	
			Dhillonvirus	Escherichia phage Gluttony	KX534336	I	Complete genome	1	
			Dhillonvirus	Escherichia phage Gluttony_ev152	LR597646	I	Complete genome	1	
			Dhillonvirus	Escherichia phage HK578	JQ086375	I	Complete genome	1	
			Dhillonvirus	Escherichia phage jat	MN850650	I	Complete genome	1	
			Dhillonvirus	Escherichia phage JL1	JX865427	I	Complete genome	1	
			Dhillonvirus	Escherichia phage JLBYU37	OK272488	I	Complete genome	1	
			Dhillonvirus	Escherichia phage JLBYU60	OK272474	I	Complete genome	1	
			Dhillonvirus	Escherichia phage KarlBarth	MZ501088	I	Complete genome	1	
			Dhillonvirus	Escherichia phage vB_EcoS_L-h	OM262540	I	Complete genome	1	
			Dhillonvirus	Escherichia phage vB_Eco_Maverick	LR990702	I	Complete genome	1	
			Dhillonvirus	Escherichia phage mckay	MN850629	I	Complete genome	1	
			Dhillonvirus	Escherichia phage Oekolampad	MZ501095	I	Complete genome	1	
			Dhillonvirus	Escherichia phage vB_EcoD_Opt212	OL770278	I	Complete genome	1	
			Dhillonvirus	Escherichia phage vB_EcoD_Over9000	OK499985	I	Complete genome	1	
			Dhillonvirus	Escherichia phage PaulFeyerabend	MZ501097	I	Complete genome	1	
			Dhillonvirus	Escherichia phage PC2	ON184124	I	Complete genome	1	
			Dhillonvirus	Escherichia phage PEC14	OP046317	I	Complete genome	1	
			Dhillonvirus	Escherichia phage vB_EcoS_PNS1	MK138527	I	Complete genome	1	
			Dhillonvirus	Escherichia phage vB_EcoS_PTXU06	MK373789	I	Complete genome	1	
			Dhillonvirus	Escherichia phage vB_EcoD_Pubbukkers	OK499988	I	Complete genome	1	
			Dhillonvirus	Escherichia phage rolling	MN850575	I	Complete genome	1	
			Dhillonvirus	Escherichia phage SECphi18	LT960609	I	Complete genome	1	
			Dhillonvirus	Escherichia phage slur05	LN881730	I	Complete genome	1	
			Dhillonvirus	Sodalis phage SO-1	GQ502199	I	Complete genome	1	
			Dhillonvirus	Escherichia phage vB_EcoS_Sponge	MW749005	I	Complete genome	1	
			Dhillonvirus	Escherichia phage SSL-2009a	FJ750948	I	Complete genome	1	
			Dhillonvirus	Shigella phage vB_SboD_StarDew	OL615010	I	Complete genome	1	
			Dhillonvirus	Escherichia phage vB_EcoD_Teewinot	OK499993	I	Complete genome	1	
			Dhillonvirus	Escherichia phage TheodorHerzl	MZ501107	I	Complete genome	1	
			Dhillonvirus	Escherichia phage UAE_MI-01	MW862804	I	Complete genome	1	
			Dhillonvirus	Escherichia phage welsh	MN850589	I	Complete genome	1	
			Dhillonvirus	Escherichia phage vB_EcoS_WFI	MK373791	I	Complete genome	1	
			Dhillonvirus	Escherichia phage vB_EcoS_WF5505	MK373790	I	Complete genome	1	
			Dhillonvirus	Escherichia phage YD-2008.s	KM896878	I	Complete genome	1	
			Dhillonvirus	Escherichia phage vB_EcoS_Zar3M	OM262541	I	Complete genome	1	
			Dhillonvirus	Escherichia phage ZCEC10	OK310514	I	Complete genome	1	
			Dibbivirus	Pantoea phage vB_PagM_AAM37	MK798143	I	Complete genome	1	
			Dibbivirus	Xanthomonas phage vB_XveM_DIBBI	JN022534	I	Complete genome	1	
			Dibbivirus	Pantoea phage vB_PagM_PSKM	MK798144	I	Complete genome	1	
			Dinavirus	Ralstonia phage Dina	MT740734	I	Complete genome	1	
			Dismasvirus	Microbacterium phage Dismas	MG670586	I	Complete genome	1	
			Docdeeseptimavirus	Rhodococcus phage ReqiDocB7	GU580940.1	I	Complete genome	1	
			Dolmabahcevirus	Streptomyces phage TurkishDelight	MW291017	I	Complete genome	1	
			Donellivirus	Bacillus phage G	JN638751	I	Complete genome	1	
			Doucettevirus	Propionibacterium phage B22	KX620750	I	Complete genome	1	
			Doucettevirus	Propionibacterium phage Doucette	KX620751	I	Complete genome	1	
			Doucettevirus	Propionibacterium phage E6	KX620753	I	Complete genome	1	
			Doucettevirus	Propionibacterium phage G4	KX620754	I	Complete genome	1	
			Dubuvirus	Streptomyces phage Dubu	MK937595	I	Complete genome	1	
			Dybvigvirus	Actinomyces phage Av-1	DQ123818	I	Complete genome	1	
			Eagleeyevirus	Mycobacterium phage EagleEye	KF861510	I	Complete genome	1	
			Edenvirus	Microbacterium phage Eden	MH509447	I	Complete genome	1	
			Edwardsroadvirus	Rhodococcus phage RRH1	JN116822	I	Complete genome	1	
			Eetrevirus	Rhodococcus phage E3	HM114277.1	I	Complete genome	1	
			Efemquintavirus	Enterococcus phage IME-EFm5	KT588072	I	Complete genome	1	
			Efemunavirus	Enterococcus phage IME-EFm1	KJ010489	I	Complete genome	1	
